category,headline,first_paragraph
other,World Cup 2014: Uruguay profile  Arevalo Rios | Pablo Benitez,
polit,BRASï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½LIA - Condemned to life imprisonment in Italy and maintained in Brazil after the decision of former president Luiz Inï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½cio Lula da Silva o,
crime,Violent deaths of LGBT people in Brazil hit all-time high | World,
other,Argentina submarine: ARA San Juan found - BBC News - BBC.com,
other,Philippe Coutinho: Liverpool midfielder scores for Brazil in World,
polit,Argentina's Trump-Like Immigration Order Rattles South America,
other,Rugby World Cup 2015: Australia beat Uruguay 65-3 - BBC Sport,
other,"World Cup: Messi, Argentina, USA, Holland, Portugal, Chile - Live  ",
other,Uruguay 1-0 Jamaica | Copa America match report | Football | The,
other,Jair Bolsonaro | Page 7 of 7 | World | The Guardian,
other,the president editor of El Nacional Miguel Henrique Otero was present at the 73rd. National Assembly of ...,
polit,Uneasy neighbors in Colombia - The New York Times,
polit,Venezuela indigenous group flees crisis for Brazil - BBC News,
other,World Cup 2014: Gus Poyet only has eyes for his beloved Uruguay,
polit,Argentine Airlines suspends flights to Venezuela - BBC News,
other,"the visionary Reinaldo Dos Santos was in the program of El Venezolano Televisiï¿½ï¿½ï¿½ï""The Role of the Venezuelan ...",
other,Representatives of Ecuador participate in the Ninth Edition of the Fair of Friends Cultures FICA 2017 that will be held until June 4 in the City of ...,
polit,Brown and barren land: Bolivia's historic drought  in pictures,
polit,"The World Report on Human Development, 2014, entitled Sustaining Human Progress: Reducing Vulnerabilities and Building Resilience, records Bolivia ...",
polit,The current Argentine ambassador in our country announced that he leaves his post to dedicate himself to the electoral campaign in the province of Buenos Aires.,
other,Peru faces in a few days against New Zealand in Oceania. The team of Ricardo Gareca will look for a good result to close the repechaje in Lima.,
economi,I Smell Cash': How the A.T.F. Spent Millions Unchecked - The New,
other,Gabriel Jesus celebrates with Neymar after scoring one of his two goals in the win over Ecuador | RODRIGO BUENDIA / AFP. With two goals Gabriel Jesus ...,
other,Facebook's News Feed experiment panics publishers - BBC News,
crime,Brazil nursery attack: Children set on fire in Minas Gerais - BBC News,
other,"World Cup 2018: England drawn with Belgium, Tunisia and Panama  ",
other,"BBC World Service - Assignment, Taming the Pilcomayo",
other,Argentina 0 - Peru 0. Date 17 Eliminations Russia 2018 (Public TV),
other,Stellar Daisy: Growing concern for missing ship crew - BBC News,
polit,Colombia's rainbow river benefits from peace deal | Travel | The,
polit,Opinion | On a Date While Venezuela Burns - The New York Times,
polit,Colombia 'sFarc leader Timochenko to run for president - BBC News,
corrupt,Peru president Pedro Pablo Kuczynski survives bid to impeach him,
polit,"Obama, in Brazil , Offers Familiar Slogan to Corporate Audience  ",
polit,Peru moves to create huge new indigenous reserves in Amazon,
polit,"The departments of San Pedro Amambay and Concepciï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½n, the northern area where the guerrilla of the Paraguayan People's Army (EPP) operate, ",
other,Cruzeiro announced on Tuesday the values ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½of tickets for the second game against Flamengo in the ,
other,Bayern Munich midfielder James Rodriguez opened the scoring in the duel between the Peruvian team and ...,
other,Colombia 'sex-fighters taught skills for peace - BBC News,
economi,Brazil's recent economic history suggests that crises are almost as frequent as periods of boom. Counting on that of now there are nine since ...,
health," Brazil Wavers on Environment, and Earth's Largest Wetland Starts to  ",
other,The Lives They Loved: Sonia Terranova - The New York Times,
hunger,Venezuela can be the wonderful town that has always been and can overcome this crisis just as other countries have overcome our crises ours ...,
polit,Legal reforms in Bolivia may expand abortion rights  Women in the,
crime,Ken Livingstone: Venezuela crisis due to Chavez's failure to kill,
polit,Greenpeace identifies four suspects linked to protest at famed,
other,The executive director of the visit Javier Peralta explained that the costs can be divided between those who will be in charge of the Chilean Church that are the ...,
other,Volcano erupts in southern Chile | World news | The Guardian,
other,Teenage Motherhood in Latin America - The New York Times,
other,Today in several countries of the world including Uruguay is celebrated the Day of the Friend although the General Assembly of the United Nations resolved with vote ...,
other,The accessibility to varied species of fish the range of possibilities offered in the kitchen and the large amount of properties that brings with it ...,
other,More from Brazil. View more. This article does not accept comments. The comments are the sole responsibility of the authors and do not represent ...,
other,Argentina's missing submarine: 'No one will be rescued' | World,
other,Argentina 34-38 England: England beat Argentina in gripping Test,
other,Between magic and wonder Paraguay also draws a long history of quarrels between compatriots as if we carried in our metabolism the ...,
polit,The official candidate Lenin Moreno leads the scrutiny in 8 of the 10 most populated cities of Ecuador. According to the cantonal population projections ...,
other,Bridges of Colombia. The novena Viaduct is located in Bucaramanga. It is the longest cable-stayed bridge in the country with 500 meters length was ...,
other,Measurements' portion of Miss Peru pageant wasn't at all what it,
other,Cristina Fernandez de Kirchner - The New York Times,
polit,"Assange's guest list: the RT reporters, hackers and film-makers who  ",
economi,"SANTIAGO.- ""In Chile we are living a solar revolution"". This is what the Ministry of Energy called the boom that has had in recent years this type of ...",
other,Women's Christmas' illuminations shine a light on Irish heroines of,
polit,Venezuela n Court Revises Ruling That Nullified Legislature - The,
economi,Brazil meat scandal: China and EU suspend imports - BBC News,
other,Argentina 1 - Colombia 1 on the court of Boca. Debut of Riquelme and last official match.,
polit,This is the largest collection of Nazi objects found in Argentina. Among the elements found by Interpol there is a magnifying glass that would have belonged to Adolf ...,
polit,"Pope Francis will visit Ecuador, Bolivia and Paraguay - BBC News",
health,Bolivia declares emergency over locust plague - BBC News,
polit," Argentina's Leader, Mauricio Macri, Bolstered by Election Results  ",
polit,Almost 50 years since Paraguay joined the Security Council of the United Nations (UN) as one of the 10 ...,
economi,"Thus, the institution with 59.8 million clients became the largest bank in the country, surpassing Banco do Brasil. The purchase of control of the Chilean CorpBanca ...",
polit,Diosdado Cabello vice president of the United Socialist Party of Venezuela and deputy of the Assembly ...,
polit,Colombia 'sFarc begins first congress after peace deal - BBC News,
polit,"The ""attack"" referred to in this article applicable in the Venezuelan case ... It is evident that in Venezuela from the President of the Republic to the ...",
other,Also the Pope is human: There is controversy over some declarations,
polit,Peru 'sex-President Fujimori ordered to stand trial again - BBC News,
other,New Zealand and Peru battle to 0-0 draw in World Cup playoff,
other,aolo Hurtado entered in the complement and was important to seal the marker. The steering wheel put the second ...,
other,Currently divorces are common currency and between the 1980s and mid-2000 increased considerably in Uruguay - came to have ...,
polit,Peru elections: Keiko Fujimori concedes to Kuczynski - BBC News,
polit,"On September 4, 1939, three days after the beginning of the war, an Agreement of Ministers established the neutrality of Argentina against the ...",
polit,Historical Approaches to Bolivian Development. In a recent seminar organized by the Catholic University new historical approaches were presented ...,
other,The Brazilian Tournaments Jiu-Jitsu Peru (TBJJP) reported however that Guigo Jiu-Jitsu was the winner of the tournament because it obtained the largest ...,
other,The Human Signature: Edward Burtynsky's Anthropocene  in,
crime,The terrible murder of Micaela Garcia shocks â,
polit,Ecuador's radical grammar pedants on a mission to correctly,
economi,Ten of the most expensive cars available in Peru. If you are looking for luxury on wheels know the most expensive models offered in the market ...,
other,It knows the distribution by gender and age range of each one of the communes of the country besides identifying which are the zones that concentrate greater ...,
other,"Guide to Patagonia: what to do, how to do it, and where to stay  ",
other,"Lygia Pape's Brazil , From the Beach to the Barricades - The New  ",
other,Johnny Iuzzini and the Chocolate Factory - The New York Times,
crime,Venezuela 'sstar conductor Dudamel says 'enough' of violence,
polit,Bolivia 'sarmy in dispute with government over Che Guevara   - BBC,
unemploy,"Overcrowded chains can be found in all Brazilian states. There are 250,000 jobs in prisons under the Infopen ...",
polit,Brazil Draws Broad Interest in Offshore Oil Drilling Rights - The New,
polit,Julian Assange Rape Inquiry Is Dropped but His Legal Problems,
other,The nation in the sense of a historical-cultural community in Colombia includes in this case to ignore the effort to self-understand or trivialize it or ...,
crime,Colombia suspension bridge collapse kills at least 11 - BBC News,
other,Germany win first Confederations Cup title - BBC Sport,
polit,Ecuador says UK has given 'guarantees' for Assange to leave,
other,Fifa loses free-to-air World Cup TV battle - BBC News,
polit,The industry of inequality: why the world is obsessed with private,
other,"Santiago city guide: what to see, plus the best bars, restaurants and  ",
other,A 19th-Century Smuggler in the  Peru vian Andes - The New York,
other,Peru and Colombia played a party loaded with pressure and anxiety. James Rodriguez advanced for the coffee makers and Paolo Guerrero tied with a great shot ...,
other,Brazil ianD.J. Dies After Stage Collapses at Dance Music Festival,
health,The first importation of blood to Colombia that in turn was the first export of this biological material from Brazil saved the life of a girl of 15 ...,
polit,Only five of the 33 ambassadors appointed by Bolivia abroad are from the diplomatic service. The rest are ex-offenders ex-officials who have ...,
other,"Population of Colombia. The Dane estimates that the country will reach 50 million inhabitants on October 21, 2018. Photo: Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ctor Fabio",
other,Mexico beat Uruguay after Copa America plays Chile anthem by,
polit,"Argentina Uruguay Paraguay and Brazil founders of Mercosur decided this Saturday unanimously to suspend Venezuela from the bloc for ""breaking the ...",
other,Chapecoense defender says he was persuaded to swap seats,
educ,A group of Canadian teachers could decide the future of Chile 's,
other,"The 'curse' of Cï¿½ï¿½ceres is the town where most rays fall in Colombia ... in Antioquia is the town where, according to Nasa, lightning strikes in Colom",
economi,While historically the rate of growth of Bolivia has shown frequent falls caused by decreases in the prices of raw materials and ...,
polit,The member of the National Constituent Assembly (ANC) Diosdado Cabello today accused the young Mormon Josh Holt of American nationality and ...,
other,Ayr United choose badge designed by fan in Peru - BBC Sport,
other,Gabriel Mercado defender that fills goal with Argentina. Against Brazil he converted his third goal in 14 matches with the National Team. Mercado celebrates his goal and ...,
other,The Humble Potato Is Exalted in the Mountains of Peru - The New,
health,"A UNICEF study released on Wednesday showed the ""alarming growth"" of the death of black youths, especially in the Northeast. Starting from...",
other,The Amazon's new danger: Brazil sets sights on palm oil | Guardian,
corrupt,The president ofBandes Uruguay S.A. Simon Zerpa Delgado is one of the 13 Venezuelan hierarchs that last July 26 were placed on the list ...,
health,A new system developed in the country is able to detect features of autism in children under 5 years. The method is applied through a ...,
economi,Argentina agrees to buy gas from Chile at twice the price it pays to Bolivia. They will be 276 million cubic meters during July and August.,
other,Pope Ends Colombia Visit With Plea for Those 'Still Being Sold as,
other,Nicolas Maduro: will Venezuela's president drag his people to the,
other,Colombia is rotten. And it's the families' fault. Of the teachers. Of the State. | Contact Us | The Time.,
other,BBC - Capital - There's a mass expat exodus from Brazil,
polit,Brazil expels Venezuela 'smost senior diplomat - BBC News,
other,Denny Solomona's England future confirmed with place on,
other,International friendly: Northern Ireland 1-0 New Zealand - BBC Sport,
economi,"RIO - The number of Brazilian millionaires fell from 172,000 in 2016 to 164,000 in 2017 but is expected to rise to almost 300,000 (296,000) by 2022 ...",
other,At the heart of the jungles of the Amazon and the plains of the Colombian Orinoquia are some of the oldest geological formations ...,
other,World Cup qualifying: Bolivia's Marcelo Martins joins Brazil team,
corrupt,"Their Government in Chaos,  Brazil ians Fear the Joke Is on Them  ",
other,Bolivia approves highway through Amazon biodiversity hotspot,
other,Peru defeated Uruguay with goals from Guerrero and Flores and was four points from the fifth of the 2018 Russia Qualifying.,
other,New Home for Gems and Minerals at the Museum of Natural History,
other,Brazil culture wars heat up - BBC News,
other,Peru : Paolo Guerrero to miss World Cup after failing drugs test - BBC,
economi,Brazil reaches deal with hauliers to suspend fuel strike - BBC News,
other,North Face widow Tompkins donates land for Chile parks - BBC News,
other,Opinion | China's Other Big Export: Pollution - The New York Times,
other,Find more than 15842 properties in Houses for rent in Uruguay - Gallito.com.uy.,
crime,Sï¿½ï¿½O PAULO - The humanitarian crisis in Venezuela fueled by denunciations of authoritarianism by the country's government is increasingly affecting the north,
economi,"Following the total dismantling of tariff safeguards last June, the television market began to diversify in Ecuador.",
economi,Innpulsa Colombia has been an engine with projects like Mega Entrepreneurs that list new products. | Sectors,
crime,Colombia cocaine production acreage at 'record level' - BBC News,
other,Buenaventura: what is behind the protest which lasted few days...,
other,Angel Herrera scored the goal that gave Venezuela the 1-0 victory in the round of 16 match where ...,
other,Referee assault: Matches in Uruguay set to resume - BBC Sport,
other,The maneuvers will be held in Tabatinga city in the Brazilian state of Amazonas located on the triple border Brazil-Colombia-Peru.,
polit,Chile 'syoung independents lead quiet revolution against politics-as,
economi,Bullfighting brings 505 million soles to the Peruvian economy. Bullfighting brings 505 million soles to Peru's economy ...,
polit,Argentina deports British journalist ahead of WTO conference,
polit,Venezuela Says It Will Leave Pro-Democracy Organization - The,
other,Brazil's Women Soccer Players in Revolt Against Federation - The,
other,"Maduro complies with the ChavezÂ´s bequest, he is not betraying hi",
crime,Colombia coca cultivation rises by 50% says UN 15 July2017,
polit,Venezuela to vote on constituent assembly after months of protests,
other,Soy destruction in Argentina leads straight to our dinner plates,
other,Under-17 World Cup: Ghana beat Colombia as Mali lose to Paraguay,
health,Learning From Our Parents' Heart Health Mistakes - The New York,
economi,International land deals | World | The Guardian,
other,Trump's bullying and bluster on Jerusalem is bad news for the UN,
polit,"With Farage, Assange and Trump, who needs political satire  ",
other,"History of a hectic day: when the Beatles ""came"" to Argentina. A documentary reconstructs the incredible story of when the television entrepreneur ...",
other,"A multitudinous march of women took place on the evening of this Wednesday in commemoration of Women's Day. Between 7,000 and 10,000 people ...",
other,Endgame nears in Chile president's fight to temper draconian,
corrupt,Colombia : Peace talks with ELN rebel group begin - BBC News,
corrupt,Colombia 'sFarc rebels to train as bodyguards 12 June2017,
other,Argentina : grief and anger after 'explosion' near missing submarine,
other,Opinion | Iranian Terror. Argentinian Cover Up. Justice at Last? - The,
crime,Mexico to Paraguay : Let a 10-year-old girl have an abortion | Global,
other,Which are the most outstanding members in the newly chosen ,
other,Manchester City's plan for global domination | News | The Guardian,
other,Reinventing Argentina 'sclassic sausage sandwich | Travel | The,
polit,Ecuador presidential poll: Tension as results are delayed - BBC News,
other,"Secret A.T.F. Account Paid for $21,000 Nascar Suite and Las Vegas  ",
polit,Jair Bolsonaro: Why Brazil ianwomen are saying #NotHim - BBC News,
other,Women's rights and gender equality + Chile | Global-development,
other,The beaches in Chile are as varied as their long coast allows and it is in this wide offer where some destinations that are ideal for the ...,
other,RIO - The expansion of the faith in Brazil happens at an intense pace: a new religious organization appears per hour in the country. The facility for opening new ...,
other,Highlights of Chile : readers' travel tips | Travel | The Guardian,
other,Chile ï¿½ï¿½ World ï¿½ï¿½ Technology ï¿½ï¿½ Education ï¿½ï¿½ Documents ï¿½ï¿½ Multimedia. Search ... HOME ï¿½ï¿½ KEY DATES ï¿½ï¿½ ACCREDITED UE,
other,The Pantanal is national heritage': protecting the world's largest,
other,Chile fell without a 3-0 win against Brazil in Sao Paulo and is out of the World Cup 2018 what would have been the third planetary event of the ...,
economi,Tyre maker Pirelli suspends production in Venezuela - BBC News,
economi,Record of tourists lodged in Argentina. In the first nine months of the year almost 15 5 million tourists stayed in the country 8 4% more than in the ...,
other,Colombia is a country where records literally pounce on judicial officials falling from towers several meters high as ...,
polit,Argentine Ex-President Faces Trial in $3.5 Billion Fraud Case - The,
other,"The World Happiness Report 2017, sponsored by the United Nations, has just been published.",
economi,"Page Siete / La Paz. Chile is the second country from which Bolivia imports more gasoline. Up to September, the value amounted to more than 28 million dollars.",
other,"Livestock Minister Tabarï¿½ï¿½ Aguerre said yesterday that the number of dogs in Urug""is totally disproportionate."" In the country there are 1,742,000 ...",
other,Pope Francis announces visit to Colombia in September - BBC News,
economi,North Korea Said to Be Target of Inquiry Over $81 Million Cyberheist,
other,What happened at Indio Solari's last concert could happen in Uruguay? Pretending to enjoy live music can sometimes be risky. A review ...,
polit,Opinion | I Am a Political Prisoner in Argentina - The New York Times,
other,An X-ray of citizens who leave their homeland to come and live on Argentine soil based on data from the National Migration Directorate.,
corrupt,Colombia 'scorporate marijuana - The New York Times,
economi,"In Peru, poverty still has a woman's face. Although we have been half the world's population for decades we have been denied rights linked to ...",
other,Send us a tip about your travels in Chile and win a 200 hotel,
health,An Argentine team discovers that an antibiotic can help fight the ... C.A.B.A ARGENTINA Editor Responsible: Ricardo Kirschbaum Registry of ...,
other,"Buenos Aires: what to see, plus the best bars, restaurants and hotels  ",
economi,The fatal flaw of neoliberalism: it's bad economics | News | The,
polit,"Even the Rain,' Iciar Bollain's Political Film - Review - The New York  ",
other,Peru in Group C: what we know of the three rivals. The Peruvian team will join Group C of the 2018 World Cup with France Australia and ...,
economi,"Five Latin American countries, including Colombia and Brazil, are among the 15 most complex in the world in terms of accounting and ...",
polit,Lucia Topolansky is Uruguay 'sfirst female vice president - BBC News,
other,Falkland Islands: Argentina protests to Brazil about RAF using its,
other,Paraguay march poised to draw record crowd after 10-year-old,
other,Chile turns chilly as Santiago hit by rare heavy snowfall - BBC News,
crime,Opinion | Life Where the Murder Rate Is Sky-High - The New York,
other,The Peruvian soccer team will face New Zealand for the repechage to the World Cup 2018. The first leg will be in Wellington and the ...,
other,Colombia: ONU demands to a FARCÂ´s dissenter group for it realease,
other,"As a Debt Deadline Looms for Venezuela , Maduro Is Defiant - The  ",
polit,Ivan Duque - BBC News,
crime,Argentina activist missing after indigenous people evicted from,
other,SANTIAGO.- The first national construction mini-satellite will be put in orbit this Thursday at 23:50 Chilean time from the Chennai space base ...,
polit," Peru in Uproar After Fujimori, a Rights Violator, Gets Medical Pardon  ",
other,"Argentine Paper Stood Up to the Generals, but Succumbed to  ",
other,"Rio's Olympic venues, six months on  in pictures | Sport | The  ",
health,The average life expectancy in Bolivia from 2005 to date increased more than in most countries increased six years Bolivians live six years ...,
polit,From the political point of view in a country like Paraguay where the prebendary practices are the order of the day and is the main mechanism to achieve the ...,
crime,Brazil : explosive recordings implicate President Michel Temer in,
other,Generation of hope: the girls challenging misogyny in the heart of,
other,Peru floods: Four killed as Piura bursts its banks - BBC News,
other,"According to international law, the violation by Venezuela of the obligations ... to Venezuela of a legal framework that regulates relations in the hemisphere ...",
other,Loja and Colimes currently have the attention of many tourists for the natural spectacle of the flowering of guayacanes trees. Santa Elena weighs ...,
health,Brazil is first in the Latin American ranking of depression and in fifth position in the world points out a global report on disorders ...,
other,Germany Converts a Mistake by Chile Into a Confederations Cup Title,
other,Rescue under way in Peru amid dangerous flooding - BBC News,
other,But of course in Paraguay its implementation has had so many obstacles that it is very difficult to talk about the issue without receiving attacks. Such is the point of ignorance ...,
other,"Rohingya, Argentina , Manus: Your Friday Briefing - The New York  ",
other,n video posted on YouTube shows a compilation of how the football world communicated the pass of the ...,
other,"Quito is celebrating! This December 6 the capital of Ecuador celebrates 483 years of foundation. At 2,800 meters above sea level between snow-capped mountains ...",
crime,Opinion | How to Keep the FARC Guerrillas Out of the Fight - The,
other,Final destination: the legacy of Argentina's death flights  in pictures,
other,"Anahï¿½ï¿½ Cazas / La Paz. Bolivia will show ""essence"" at the 57th edition of the Biennial of Art in Venice.",
other,"Since 1993, the United Nations General Assembly has established that every 22 March, World Water Day will be remembered. It is the first year that Bolivia ...",
other,Villagers in Bolivia refuse to be left high and dry by drought  in,
other,"Cuba, Colombia Face Standoff Over Extradition Request for ELN  ",
polit," Venezuela 'sOpposition, Battling Nicolas Maduro, Suffers a  ",
polit,Populism and division: Latin America at the ballot box - BBC News,
other,"According to the 2007 census, more than 4 million people had a native language as their native language in Peru. (Photo reference: Dante Piaggio / El Comercio).",
crime,Venezuela : Hackers target  Venezuela n government sites - BBC News,
other,Confederations Cup2017: Portugal v Chile - Live - BBC Sport,
crime,"Bomb Explodes Near Colombia Bullring, Injuring Dozens of Officers  ",
polit,Sï¿½ï¿½O PAULO - The federal government has decided to grant a humanitarian visa to Venezuelans who have arrived in Brazil to escape social chaos in the neighboring coun,
other,"BBC World Service - Weekend, Paraguay Unrest Following  ",
polit,What the left must learn from Maduro's failures in Venezuela | Asa,
other,Republic of Ireland: Robbie Brady impatient for return against Uruguay,
other,Number of monetary infractions goes up each year while reducing the number of drivers who lose points in the license by going to excess of ...,
corrupt,Brazil's president set to hold on to power despite corruption,
other,England beat Argentina thanks to Denny Solomona's late try - BBC,
other,"Beatriz Layme / La Paz. Bolivia called on the United Nations Security Council (UN) to sanction ""more stringent law"" against ...",
other,It is Ignacio Sanz and Arcelus who assumes as new country manager BBVA Paraguay in place of Agustï¿½ï¿½n Antï¿½ï¿½n confirmed yesterday to the newsp,
other,"One football pitch of forest lost every second in2017, data reveals  ",
other,In 2019 and 2020 the national territory will be the protagonist in two total eclipses of Sun the first will cross the Elqui Valley while the second will do ...,
other,"Moths, Alive and in Color, in All Their Diversity - The New York Times",
polit,100 Women: President Michelle Bachelet says 'being nice' doesn't,
other,Under-17 World Cup: England 4-0 Chile - highlights - BBC Sport,
economi,For the United Nations Organization (UN) Uruguay is a country of high human development and ranks third in this regard in Latin America.,
other,Brooklyn's Anti-Gentrification Restaurant - The New York Times,
polit,Venezuela crisis: Bans on protests that 'disturb' election - BBC News,
other,"In Paraguay , Time Melts in the Torpid Air - The New York Times",
economi,Ecuador showed in 2016 the highest Early Entrepreneurial Activity (TEA) in Latin America with 31 8% although it dropped almost two ...,
other,Labor senator Katy Gallagher 'is not and has never been' a citizen of,
other,Argentina take aim at winning World Cup after somehow emerging,
other,Racial segregation in Brazil is equal to Apartheid in South Africa notes Julio Jacobo.,
crime,Brazil prison escape: Fugitive posts selfies on the run - BBC News,
other,Should Lori Berenson Go Back to Peru ? - Room for Debate,
other,World Cup 2018: Peru beat Australia 2-0 to win first finals match for,
unemploy,"In Colombia Border Town, Desperate Venezuelans Sell Hair to  ",
other,Women Who Brought Zika Fears Home With Them - The New York,
other,At the foot of the Chimborazo volcano with a wind that was blowing at times strong dozens of vicuï¿½ï¿½as were grouped for the first chaccu Ecuador 2,
other,"Outrage as 2nd Bus Plunges Off Cliff in Peru , Killing Dozens - The  ",
other,Rohr hails 'strong' Nigeria players for win over Argentina - BBC Sport,
polit,3. Brazil receives exiled opposition leaders and articulates transitions in Venezuela. Janaï¿½ï¿½na Figueiredo and Eliane Oliveira. 4. Welfare: government studies proposal,
polit,Opinion | Who Is Left to Credibly Judge Latin America's Elections,
polit,Uruguay 'ssuperstar president bows out  but will his liberal,
other,"Rio - Guilherme Paulus founder of CVC largest travel operator in the country says that Brazil is ""adrift"" and that legal decisions are ""a new ...",
other,"Thousands Once Spoke His Language in the Amazon. Now, He's  ",
other,Walking and sweating passionately on foot all the vibrant skin of Colombia I have enjoyed hundreds of places of Edenic serenity. Today I stop at ...,
other,"This survey was conducted in 38 countries where the country that has the most distortion of reality is South Africa, followed by Brazil, the Philippines and Peru. While ...",
crime,Police and protesters clash as worker strike paralyzes Argentina,
other,Lionel Messi hat-trick secures Argentina's passage to World Cup,
other,The Spanish was imposed with clarity in Termas de Rï¿½ï¿½o Hondo. Mavericks Viï¿½ï¿½ales winner of the Grand Prix of Argentina at Termas de Rï¿½ï¿½o Hondo. (Phot,
other,Singapore 0 - Argentina 6. Friendly International 2017.,
other,Glaciers | Page 2 of 15 | Environment | The Guardian,
other,The acclaimed British band Radiohead will surround Paraguay on their next tour of South America. The group that leads the vocalist Thom Yorke will play in ...,
other,San Juan submarine: 'Explosion' dashes crew survival hopes - BBC,
other,"In Buenos Aires, Tiny Shops Have Big Ideas - The New York Times",
other,World Cup 2018 - which 32 teams have qualified for Russia? - BBC,
other,Reading to Emcke for obvious reasons appears in the reader's imagination the reality that is lived in Colombia where hate is playing a relevant role ...,
other,In the Pontifical Yearbook 2017 and Statistics of the Church 2015 that just announced the Vatican Colombia was placed among the ten countries with ...,
other,Ibihugu bitatu vyasabiye hamwe gutegura inkino z'igikombe c'isi co,
polit," Chile an TV star wants to shake up politics, but don't call him Chile 's ",
other,"Colombia is the emerging gay destination in 2017. ""Discrimination is no business for anyone,"" says the LGBTI Chamber of Traders. fg. The Chamber of ...",
other,Edwin Oviedo president of the Peruvian Football Federation (FPF) talked about rumors of a possible sanction to Peru that would leave us without World ...,
crime,Hezbollah treasurer' Barakat arrested in Brazil border city - BBC News,
other,England's Steven Gerrard reached the end of his road against,
other,Trees and forests + Bolivia | Environment | The Guardian,
other,Lewis Hamilton battles back as Sebastian Vettel wins Brazil ianGP,
corrupt,Brazil ianCorruption Case Ensnares Ex-Presidents da Silva and,
other,Is Paulo Dybala the Next Lionel Messi? 'He Can Go as High as He,
polit,It is necessary for the Government to regain fiscal flexibility in order to respond to post-conflict.,
other,Juan Manuel Santos | World | The Guardian,
other,36 Hours in Buenos Aires - The New York Times,
other,"Paraguay is working on a national survey on food, the first in 50 years in a country where almost 60% of people over 15 suffer from ...",
other,"The four messages that Pope Francisco gave to Colombia. In his visit to Bogota, he called for forgiveness to unity justice and to claim the marginalized.",
crime,"Is there a new guerrilla in Argentina? If there is, the Government should admit it without euphemisms and anticipate what its scope is, its potential danger ...",
other,Claudio Bravo saves three penalties to send Chile to   - The Guardian,
other,Phil Collins returns to Argentina. The British musician returns to the stage after ten years without tours and more than twenty years of not acting in our country. Phil collins .,
other,"Argentina -Peru: the support in the Malvinas War and a ""betrayal"". Tonight they face for a place in the World Cup. A River account on Twitter asks ...",
educ,This Monday the President will inaugurate the reconstruction of the School Republic of Chile in the capital of the Caribbean nation in which the State contributed with ...,
polit,"Donald Trump, president of the United States, referred to the situation in Venezuela on Tuesday and assured that he will continue to promote the rescue of the ...",
polit,Pope Francis arrives in crisis-hit Peru - BBC News - BBC.com,
other,It's a perverse system': how Colombia's farmers are reforesting their,
other,C.A.B.A ARGENTINA Editor Responsible: Ricardo Kirschbaum Intellectual Property Registry: 5344702 Edition Nï¿½ï¿½: 26276 Tax informat,
polit,"This Wednesday, President Donald Trump unleashed a great controversy by threatening Colombia with ""decertifying"" it by not complying with the agreements ...",
economi,Did Pinochet-era deregulation cause Chile's worst-ever wildfires,
educ,"One of the documents released was ""Ending Child Poverty in Uruguay: A Possible Objective for Public Policy"".",
polit,Jerusalem row: Clashes erupt over Trump move - BBC News,
other,Rugby World Cup quiz: How much do you know about Uruguay,
polit,Ecuador will hold run-off poll to choose new president - BBC News,
polit," Venezuela Reported False Election Turnout, Voting Company Says  ",
polit,BRASï¿½ï¿½LIA - The Brazilian government has acceded to the countries that do not recognize the declaration of the independence of Catalonia. In a statement released on Saturday,
other,The Province of Paraguay was isolated far from everything and no bishop had since no one wanted to come to Paraguay with other major centers.,
other,The prestigious newspaper made a prediction of the World Cup of Russia 2018. In the analysis made the Peruvian team is out in the group stage. While ...,
other,Chile beat Argentina on penalties to win Copa America  as it,
polit,In 2012 a ruling by the Supreme Court of Justice (ICJ) on territorial and maritime litigation between Nicaragua and Colombia confirmed that Colombia had control ...,
crime,In Argentina there are at least 14 cases of subrogation of the womb with a favorable decision to the procreational parents. the most read of Entremujeres ...,
other,Global development + Colombia | Global-development | The Guardian,
other,"There is also two-time Chilean champion of America and in the Top Ten of the ... Chile: Bicampeï¿½ï¿½n of America (2015 and 2016) and wit""golden generation"" with ...",
polit,Four US Senators UU. confirmed to THE TIME that they offered to the Colombian president Juan Manuel Santos military aid to counter ...,
other,Uruguay floods displace thousands - BBC News - BBC.com,
other,Huge planes help fight Chile forest fires - CBBC Newsround,
other,The new Audi Q5 a vehicle that can be used in the city or on trips arrives in Bolivia. The motorized has the latest innovations introduced by ...,
other,"Corrections: April 30,2017- The New York Times",
other,Engineering | Page 4 of 38 | Technology | The Guardian,
corrupt,Prosecutor: 'Downpour' of evidence led to charges in Fifa corruption,
crime,Argentina coach crash: At least 19 killed near border with Chile,
other,Page Siete / La Paz. In 2017 Bolivia showed itself in the world cinema. At least four international films took the referents or the Bolivian landscapes ...,
